"ablood","accustomed","agreed","albust","alk","almost","an","ancrusinishness","animal","answer","ap","appropriates","arm","arsher","asca","ase","baafness","back","bads","bangs","banny","bathroom","become","beeltisul","begin","benon","besime","best","black","blans","bledge","bove","brought","brubs","brush","budget","building","bulbet","business","candy","cas","chance","chanding","chareet","charks","che","cibsus","circus","clomify","cok","cold","collosks","come","complase","complete","compliment","configuration","contain","coth","cotosks","cotplicant","crit","cuppom","custom","daople","describe","destrifs","distance","dogo","dolc","doubtful","drustion","dryer","duttery","eamn","ef","elements","fafever","famous","farmer","faster","fatter","fattify","fistory","fite","flankfopper","freat","from","fror","fun","garden","garment","ge","germantia","ggnoi","ginth","give","good","grasshopper","gravel","great","groon","guarantee","guess","guoys","gurynh","hammer","hane","hello","him","history","hot","however","hu","hungry","hus","hust","imagine","imeyits","inni","inside","insows","into","invent","investigate","ip","jewel","jixel","khtna","lame","lant","left","leld","liberty","library","liffs","light","listen","loleh","loms","long","look","losh","lunch","mader","mannanency","mich","miss","molent","money","moon","more","morning","mout","mun","mystery","name","natural","naw","nied","night","nop","nuf","nulch","number","oban","om","once","open","orn","ot","overwhelm","pame","peace","pealt","pencil","people","phlere","pickle","plane","play","plays","pledge","potent","pretty","purchase","qualify","question","rackle","rebosks","resolve","reverse","roder","round","runey","sain","scays","shine","shink","short","shring","sick","sids","sint","sit","slace","slellen","snose","speveal","spu","spy","stenil","streat","street","strosh","sudsage","sun","swane","teacher","telechinct","telescoped","testify","tfaer","them","throomba","through","time","tis","toy","tried","trood","truck","trull","twew","ujst","understand","unger","uoy","utashing","wared","wase","watch","waves","we","went","whose","will","without","woft","wood","yos","ypla","subj"
0.63468,3.986355,1.63157,1.151635,2.12122,1.529055,0.70551,0.346875,0.11052,1.28651,1.723625,0.620985,1.22969,0.669685,0.960685,0.82155,0.71736,0.4459,0.560715,1.813745,0.63827,2.266205,0.835625,0.95534,1.28665,0.015575,0.637305,0.467325,0.580875,0.268475,0.268065,0.69784,0.020045,1.11744,0.761255,0.36712,1.88765,1.23121,0.808965,4.619815,0.91925,1.5247,2.02028,2.147585,0.087255,1.518865,0.6768,1.130305,0.61499,2.363425,0.788495,2.328685,0.668945,0.74299,1.393025,4.901715,1.771445,0.786825,0.108565,1.81314,0.82885,0.98935,0.39197,1.042465,0.825805,0.0332,0.570205,1.151055,0.01717,0.8837,0.757765,1.49109,4.831565,1.203255,0.417935,3.559365,2.138025,3.70397,0.58935,0.748045,0.304275,0.789245,1.155865,0.38231,0.94875,0.59655,0.881045,1.183275,0.82154,0.91142,1.268015,1.13308,0.333075,0.69736,1.09636,0.30521,0.617315,1.746975,2.44704,2.85097,0.91927,0.281255,0.402125,1.35499,1.68703,1.55922,0.60487,3.127005,1.068395,1.18386,2.11871,1.408985,0.03273,2.07385,0.57722,0.26975,0.617415,0.89838,1.350295,1.406665,0.374325,0.633005,0.618645,0.77153,3.18897,0.492925,0.961465,1.825745,1.41874,9.031125,0.003295,0.44548,1.090425,0.043815,0.14722,1.00041,0.883675,0.473975,0.23607,0.86143,0.491435,0.40187,0.521585,0.32991,2.21835,0.119455,0.66703,0.227845,0.835035,2.198445,1.05661,0.753985,1.235945,0.151425,1.32,0.36959,1.066955,0.076555,0.602855,0.74271,0.90027,0.56927,0.11401,0.75262,0.075945,0.72536,0.43832,1.70744,0.52156,1.3326,0.656445,1.957635,1.852795,0.867425,1.100585,0.37561,0.933255,1.75379,0.795125,0.928235,0.82777,0.165065,0.440345,0.766755,1.166355,0.05348,0.637095,0.939495,1.336185,2.169635,0.569775,0.08367,1.503735,2.03488,2.57088,0.54539,1.71855,0.7849,0.410645,3.078775,0.374495,1.69105,1.159015,0.15439,0.085025,1.81145,0.777825,0.921335,0.858105,0.83615,3.47832,0.42831,0.238465,1.157455,0.34582,0.78279,0.01223,1.00164,0.284475,1.16129,0.003785,0.672005,1.40572,0.082285,0.18986,0.93317,0.62835,0.62546,0.180665,0.104675,1.033985,0.506585,0.33623,1.70984,0.951275,0.184325,0.809405,1.23381,0.701485,1.49423,0.50745,0.037275,2.66429,0.357805,2.116705,1.529865,0.400505,0.611895,3.361805,1.388295,1.426475,1.01948,131
0.183735,0.63084,0.690195,0.5411,1.328225,0.62396,0.8515,2.88725,1.53215,5.080375,0.453765,0.001195,0.037565,1.932115,0.708215,2.477485,0.093305,1.116895,1.850265,2.192225,0.201475,0.118925,1.552255,2.785565,0.785445,0.602505,0.74882,1.025865,3.982745,3.784545,1.19142,0.165705,3.29826,0.44951,0.93592,0.0072,2.858365,1.48408,0.47327,0.041855,2.3659,0.30272,0.30686,1.493855,0.05457,1.14296,2.380545,1.03004,0.01509,0.70416,0.715445,0.317935,1.16634,0.858195,0.636635,0.3178,1.498145,0.48325,6.460535,0.582025,0.305315,3.69736,0.52375,0.657065,1.78024,2.863715,0.71426,0.367825,0.20186,1.207135,0.38371,0.566385,1.358565,0.83206,0.667255,1.704235,0.963835,0.564795,0.06695,0.03219,1.85879,6.17996,1.765035,0.183925,0.35544,0.4357,0.300835,0.866875,1.73136,0.034245,0.482445,1.02077,0.02648,0.46598,1.69992,2.564525,1.282835,0.706025,0.28464,0.643035,0.118055,1.199375,0.531995,0.81573,0.769055,0.89244,0.12552,0.735495,0.01816,1.31796,0.801175,0.475645,1.98128,0.00364,1.25121,1.61715,2.25591,0.89807,0.09114,1.347625,1.71499,1.34846,1.106405,23.35745,0.68139,2.18651,0.532335,0.113605,0.417045,1.96765,0.55035,0.648805,1.66425,1.353735,1.048015,0.80068,1.287025,1.76665,0.066975,6.26324,0.709335,0.60042,1.89995,2.48019,0.739115,1.767015,0.46539,5.196595,0.450745,1.233925,0.58181,0.233315,0.001225,1.69065,0.85655,2.639355,0.919325,0.58142,0.60266,2.29198,2.21397,0.95773,0.94879,1.133695,0.00202,1.28313,1.737415,1.55027,0.58546,0.116795,1.265365,0.517645,2.18003,0.206655,0.724065,6.127585,1.000375,0.45944,1.098825,0.69019,1.404455,1.1699,1.84866,1.02341,0.63353,9.37739,0.567565,1.01701,0.88381,0.44145,1.441195,1.53622,0.09908,0.08519,0.538715,0.14208,0.00477,5.8299,0.25169,0.99809,0.040875,0.683455,11.19014,1.455565,1.29217,7.06224,4.73787,0.18455,0.488515,1.18176,1.431385,2.032435,1.63398,0.70107,1.62051,0.93195,1.46696,0.58531,0.965095,1.257735,1.92229,1.824,1.25644,3.76754,0.3524,0.719525,0.13348,2.681255,0.933435,1.337485,2.080465,0.25724,1.554425,0.533065,1.781545,0.80029,0.94887,4.187435,0.25706,1.150705,0.407415,0.24002,3.31269,7.346005,1.017005,1.48147,6.076745,1.79792,0.584565,0.22021,0.30545,0.668425,132
2.318,4.01671,1.00538,3.332925,0.833405,1.917245,1.982775,1.86719,4.964895,1.56727,2.25938,1.583935,1.85144,3.43301,5.736115,1.484595,2.249035,0.49967,1.953555,2.27705,3.75043,1.40329,1.43053,1.985825,0.351115,2.98332,1.883255,2.117315,0.990645,5.31701,3.48658,2.66778,0.583455,1.612805,3.35058,1.349785,4.263505,1.804755,7.328865,1.03063,6.69723,2.164645,5.180405,2.0687,1.42285,5.28065,1.43532,1.9825,3.94444,3.11346,2.90108,2.99237,1.18699,3.23301,2.896805,2.337355,1.08008,3.558205,2.32504,0.95332,3.08069,1.481605,0.951085,0.498535,1.27857,1.15095,6.103865,1.827645,1.87108,1.192455,0.48297,1.62791,0.60517,12.21525,1.115465,2.847485,3.0555,1.781965,2.16955,1.490035,1.505125,16.17273,2.63579,0.9866,1.46687,1.6183,0.10493,1.88894,5.516555,1.95147,1.185765,1.66739,1.801945,1.262955,1.620145,4.898345,1.70284,1.74865,1.412725,2.016835,1.300495,3.73531,2.851695,1.59847,1.100255,1.41953,2.212205,0.509525,1.31138,1.949805,1.45422,4.50118,2.799095,3.685135,0.602825,2.23259,2.77,1.362045,1.16479,0.702395,2.8827,2.434275,1.65743,1.18269,1.06892,2.472425,1.823215,3.480065,1.239035,1.10603,5.23165,0.235195,2.63714,3.598685,2.61692,1.49572,3.59974,3.09501,1.03314,2.8863,5.004905,2.029335,1.64979,1.31707,3.146495,2.151655,1.77731,11.817795,2.45558,4.549235,2.015125,1.10147,2.61996,2.98068,4.390065,1.482235,0.565525,1.090135,5.247965,2.31864,1.668005,11.434405,2.71717,1.447395,3.96874,1.95003,3.733265,3.400655,1.54623,1.568115,4.30195,9.65896,2.187045,2.64649,1.067225,2.017645,1.236135,4.33363,5.46742,2.220595,1.532515,3.00188,2.61788,1.968615,2.168305,1.77569,0.982755,1.765355,0.836275,2.599755,0.48621,2.198685,2.0347,1.780485,0.843285,2.61892,2.052025,0.7309,1.350585,1.965245,1.51846,3.80111,3.3681,1.487135,1.852325,1.13155,1.43366,0.49978,1.43363,2.805715,6.486945,1.799905,1.657005,0.214405,0.605095,4.562825,2.11512,1.76955,5.20192,1.17036,1.73183,0.685545,7.96654,4.753435,1.300095,1.172105,1.694565,4.53506,2.57473,2.70251,3.219235,2.070365,2.83107,0.535425,1.180995,4.113795,0.94132,10.345105,2.681985,2.454465,2.100765,1.29918,1.43309,1.73236,2.602495,5.797255,5.3362,3.433745,2.16851,5.01334,1.66542,3.001665,133
1.951365,2.06841,1.603765,1.183325,1.629935,11.296685,1.99396,1.571635,1.513565,1.724385,1.3871,0.97082,1.834105,2.501755,4.23869,7.84169,2.41545,1.629835,1.821285,2.239175,1.563725,4.71523,2.02324,4.070655,1.55214,1.380335,2.719885,1.670855,1.667135,1.615585,1.216995,1.280295,1.568615,1.238235,1.71719,2.3167,1.622485,2.994085,4.12814,0.969535,1.28689,2.931375,5.40184,2.64356,2.25317,1.26424,1.316335,2.63058,3.653095,1.503965,1.06928,1.449315,1.72199,1.719735,2.0897,1.496265,1.469765,1.401685,1.822605,1.06277,1.013795,2.232805,1.535525,1.65642,1.570205,1.6026,1.136115,2.466065,2.270495,2.227785,1.59841,1.006955,1.56669,1.500205,1.69039,1.4226,1.851815,1.737495,2.60598,1.35063,1.62033,0.84119,2.10079,1.837525,1.61852,1.80425,1.162705,1.734995,2.35125,1.24851,1.72396,1.632215,1.740075,1.615095,2.167115,1.647345,1.42096,1.350625,2.08079,1.409955,1.355585,1.998055,1.635245,1.80017,1.2856,1.54919,0.988725,1.50263,1.483755,1.600745,1.128005,1.84014,2.079765,1.98248,1.717905,2.086195,1.897835,1.19997,1.55578,1.350035,2.09847,2.032165,0.827385,2.93068,1.674345,1.7276,1.52292,1.689365,0.966405,0.88674,1.49945,1.364125,1.7026,1.08183,1.288425,1.551,2.0025,1.083835,1.850115,1.36354,1.810795,1.08184,1.48557,1.456235,4.46726,1.18716,1.46561,0.979565,1.816265,1.569,1.26915,1.33139,1.59181,1.275775,2.47334,1.125025,1.533165,5.806655,1.30662,1.5736,0.97698,1.345995,1.7269,2.58588,1.852995,1.79558,2.620505,1.55069,1.99086,1.501625,1.603555,1.388645,1.684435,2.13287,1.559295,0.868965,1.810755,1.25138,1.451615,1.74228,1.466685,1.69954,1.69773,4.484015,1.640785,1.800795,2.03738,1.769675,1.453435,0.86968,1.83283,2.16919,1.46495,1.65177,1.889145,2.43957,2.02125,1.535015,3.074315,1.01899,2.021045,1.10681,2.896605,1.85739,1.22639,5.97203,1.853145,1.68501,2.873075,0.833575,1.632775,1.29176,2.13663,1.54851,2.384835,1.48631,0.96845,1.43154,0.821835,7.58579,2.78825,1.832345,4.90247,1.123145,1.41905,2.429695,1.146845,1.726715,0.99235,4.064445,2.184875,2.64782,1.506095,1.90671,3.268295,7.28669,2.57043,1.79318,1.689835,1.8887,1.58972,2.774355,1.789115,5.396665,2.598065,1.756515,1.01465,1.624355,2.02174,1.85378,1.83304,1.3512,134
9.888755,13.360355,5.491140001,6.53952,7.249275001,6.571075,6.5634,2.048134999,24.918545,7.812585,7.525905,8.947135,9.245505,9.753765,12.781295,20.07875,5.09741,10.78322,9.086065,8.968065,9.00305,37.50642,10.529705,5.43008,8.541555,9.755369999,2.809165,8.097035,8.196345001,8.02369,9.305165,17.25103,9.114915,7.11511,43.415105,12.778885,42.918295,10.637655,12.284345,7.36331,7.352775,7.341325,12.294555,19.46518,11.334445,5.447645,8.103275,26.65522,33.11055,7.496515,9.608379999,5.126865,9.628935,22.464795,11.271145,10.08133,13.047145,12.97226,6.299735,2.251089999,6.004065,9.312215,9.25182,9.398519999,5.302065,13.860695,26.674035,12.634105,20.35843,9.24508,42.8491,11.01354,7.75101,8.005165,11.121125,9.07927,11.33389,10.06253,21.8665,22.081875,16.49283,7.634095,11.01273,7.889995,22.57713,56.65948,6.49187,9.571319999,11.19107,7.47987,8.66035,9.990315,10.81208,7.77134,10.900275,9.64033,14.91075,17.11254,9.69968,10.861575,21.612695,9.86111,12.479495,9.796115,9.71936,2.37364,11.863895,5.592075,6.60448,6.001565,8.318745,8.63143,9.628665,8.919925001,7.681505,6.339685,8.09638,7.330125,5.00444,8.630129999,8.380650001,29.678385,17.13237,7.222795,12.69383,9.663840001,26.022855,39.92571,10.130695,6.296975,14.104215,15.51604,8.505559999,11.278385,19.858005,7.896015001,7.990775,7.890974999,8.365660001,9.19621,15.981685,4.70071,7.899145001,15.696,11.52137,2.889575,10.780335,7.989285,9.985584999,8.98967,7.104920001,9.216675,8.5295,8.22805,13.460585,14.401625,9.51918,27.65095,6.27439,7.532865,8.965404999,6.763325,14.82074,8.050284999,12.85383,5.730575,6.98169,6.898165,6.033175,7.568495,16.019055,12.334525,7.37407,21.97455,7.423865,10.739,6.73303,9.812415,7.681845,25.71019,11.78854,5.7485,30.365025,30.60751,2.757315,6.229605,8.92395,10.379165,5.70041,2.801555,10.164835,11.135475,40.45309,7.39683,5.150415,20.05836,6.797095,8.067275001,60.8663,7.874305,70.94672,7.103279999,17.67618,6.881039999,8.03204,7.46517,7.98163,8.89595,459.157385,17.396105,7.14688,10.13595,7.404225,39.985785,9.113115,9.983965,6.14861,9.333945,12.461775,12.13162,10.248385,8.939145,8.21816,7.632715,24.510895,7.530775,9.01325,7.163029999,9.46743,12.47756,10.04528,21.605395,15.668705,10.78998,9.152515001,52.33656,9.24991,6.548295,2.270135,21.86311,8.93332,10.73321,10.4619,9.156830001,16.78535,7.79085,5.81465,11.68579,6.57629,8.26734,8.289875,11.197485,135
5.229435,2.46323,2.81689,1.600695,1.99444,1.16509,5.75555,1.483335,14.90001,1.2437,5.886395,1.299315,2.496255,2.594475,6.421985,6.06562,6.80304,3.698235,2.44954,3.65818,1.998135,8.488005,2.987295,3.097405,2.386,24.206915,6.114815,3.402635,2.5859,2.859385,2.424865,5.810765,11.967585,2.136965,7.36351,3.528755,5.398465,2.780925,5.19053,2.518095,1.66842,3.590395,2.31976,8.671815,5.615475,1.37078,3.018685,11.42471,3.236905,2.199325,6.83967,1.521745,8.046415,4.49394,2.326865,1.56972,1.358765,2.12031,2.017435,13.48542,4.460945,3.245975,4.10311,2.24164,1.61953,2.687335,6.98259,1.434305,2.27909,7.90876,3.033465,3.323915,3.84905,1.389675,2.20179,2.281755,2.44466,1.51734,3.014765,1.34768,2.83628,2.55578,5.288095,3.201,6.87073,3.80868,2.05285,2.06957,4.358325,15.16739,2.90064,1.595345,4.896745,7.64907,2.250285,2.800315,11.787685,2.80809,2.426485,3.312115,3.31711,3.710335,6.370185,6.471515,1.968615,1.682965,3.90597,2.7494,8.138685,18.107335,1.069815,11.424555,1.749125,2.53076,1.685055,4.499495,4.833145,1.935705,2.33515,1.884255,4.8831,8.59047,10.402375,3.666535,2.483565,8.416575,8.67873,7.036785,1.14028,2.28167,2.257045,5.08429,2.272225,2.200395,2.951855,1.86693,6.084635,2.372145,1.368505,2.213085,2.25261,2.008965,2.28233,2.18162,1.642115,7.96826,7.18131,3.09577,1.68594,1.96528,11.65357,2.71727,3.116235,7.298595,5.42903,5.224035,1.749545,9.49768,1.40275,4.245525,2.620605,2.499245,2.658185,2.418835,15.20492,2.189675,3.631605,2.00354,2.366505,1.86569,9.277905,2.25304,2.094105,2.863105,1.66304,10.033405,5.67721,1.57597,3.5155,2.003795,3.20003,3.088595,1.95489,10.532265,1.71645,1.797115,1.38533,2.49752,1.1489,1.82113,2.84969,6.755435,8.55194,3.731705,0.984185,3.65911,1.87376,2.718,3.846525,0.98504,9.305475,2.10008,8.867595,3.75378,2.335695,1.219185,3.02878,1.649635,1.949685,6.15805,2.214625,4.203015,2.32971,21.57183,1.81494,2.59632,2.552845,1.251905,4.648385,2.787815,2.206125,4.58489,2.65216,3.837395,1.1146,1.41872,10.08186,1.4834,8.754295,10.383315,1.46334,2.716225,2.402735,2.511425,8.85068,7.15149,6.111435,1.763495,2.267715,3.615745,12.999655,3.150415,1.91544,3.73122,3.41054,3.091405,2.83033,2.954665,2.28738,7.233915,6.565025,6.91314,136
1.765805,2.378445,4.18333,2.50113,5.283685,1.930695,1.00306,1.285045,0.189685,2.66047,1.48854,46.51938,2.06169,0.981705,0.81384,2.000655,2.674495,7.860865,3.033795,1.778885,0.987335,0.867365,1.065685,0.8995,1.02353,1.160285,1.535845,0.84425,1.683865,1.047195,1.9851,1.36916,1.25401,1.713715,1.547145,0.828375,0.50519,1.60998,1.913185,2.00105,3.54352,3.42603,2.74529,0.12117,1.921825,0.933895,1.277895,5.117745,1.63292,1.949525,2.77314,1.511895,1.85289,6.483745,0.213505,1.74332,11.66922,0.29227,1.287335,0.99725,0.868025,0.88551,2.823445,1.273515,2.810285,2.293875,2.27587,0.88912,1.00825,1.454915,1.21017,1.34485,1.119745,1.361,3.338045,0.871425,1.03587,4.36838,2.50786,0.78396,0.69125,2.28328,1.47579,0.20544,7.80282,2.896175,3.341375,2.327865,1.06773,1.328555,1.81638,5.98677,0.71743,2.9837,1.65623,0.991985,2.299475,0.823625,5.228795,1.432825,1.427625,1.059835,5.066035,0.67719,0.18553,1.15285,1.42372,1.826815,17.47926,2.125235,1.31583,0.917165,1.464495,0.017015,1.13295,1.136805,2.806915,1.595595,6.641665,2.78908,1.444835,7.484315,7.557855,3.020225,0.84571,1.122745,1.4416,0.19106,1.41249,2.3198,3.997145,0.807245,3.809555,1.596195,1.372605,1.286475,1.28827,1.41133,0.95552,2.705665,1.661805,2.112665,1.757125,1.172725,2.611295,4.056775,2.515835,0.936295,1.91616,1.26574,10.96884,1.21628,1.166125,0.753185,5.77818,0.95056,8.239845,1.55037,1.227565,1.075635,1.36701,5.519925,1.473575,1.462605,5.21765,3.079745,1.200005,0.970825,1.288035,0.78349,2.879615,1.336,1.58202,0.905825,1.507065,1.56282,0.97948,4.13915,1.252615,3.1343,1.901365,0.69058,1.69697,4.84412,12.766,3.1172,1.655805,0.82257,1.98371,1.86836,1.07574,1.286835,2.05253,1.710345,1.98664,0.024015,5.05041,0.860325,2.73073,8.744415,5.5329,6.233175,1.899545,1.50574,1.9035,1.55586,1.23607,2.168325,6.410475,0.47741,7.18803,1.29051,2.15792,0.308245,2.860275,6.426855,0.91385,1.64148,1.508585,1.108615,1.84347,1.23559,1.740225,1.306395,1.99962,4.22749,1.1616,3.850825,2.29704,0.04569,1.665685,0.890665,2.58078,2.90801,1.19234,1.6838,2.822485,1.33774,4.806965,1.873225,1.043495,1.107615,5.485105,0.85315,2.32001,0.895405,1.535745,3.188775,1.10597,2.832485,2.07821,0.970595,137
1.016605,1.14183,0.85728,1.138625,0.985745,2.212145,0.939885,1.80597,3.0189,1.5215,0.9843,1.118695,0.56383,3.56165,1.078575,1.01136,1.777765,0.7259,12.20372,1.11775,0.901565,1.143015,1.43263,0.899705,5.036275,2.169985,1.335145,3.46257,0.822725,1.653945,0.981425,1.11611,0.881835,1.809345,0.72807,0.787945,1.51785,1.218625,0.87816,0.633085,1.901455,1.80016,1.96158,6.336415,1.155565,1.61776,1.054645,0.91383,1.00315,6.48277,1.30012,0.75658,1.134285,1.228405,0.71484,1.340625,0.759105,0.71332,1.367485,0.697975,1.135175,1.25551,1.70014,2.53368,4.70832,1.232715,1.669405,1.895445,0.877315,1.358795,9.05291,1.350855,0.89443,0.81606,0.760785,1.455485,0.68106,1.70079,0.95323,1.180085,1.57985,3.134955,16.488545,0.900645,2.11984,0.936365,7791.046405,0.85546,1.689675,1.39143,0.839215,0.962295,1.650845,0.733165,2.17797,2.05643,1.767525,1.5742,0.892405,4.159685,1.646235,2.53489,1.17718,3.538265,4.85039,0.63092,1.45095,0.93255,0.716625,0.79058,0.959695,0.818145,3.255425,1.191125,1.26823,1.63955,2.417805,0.595505,0.885075,1.82617,1.381765,0.616475,1.323935,1.249075,1.261155,2.573965,1.49084,1.26952,1.08671,2.937165,1.52672,1.42399,3.17238,1.10373,3.5017,0.86537,0.832765,399.68361,0.692535,2.17122,0.72601,2.5081,4.328435,2.576335,3.06734,1.025085,0.944035,2.095745,0.500385,0.85025,1.243175,0.93253,0.89685,1.08716,1.284495,2.57082,1.24744,1.44509,0.547805,0.78198,5.312405,1.91651,1.38535,1.872845,1.19976,1.036545,1.13469,23.206715,0.78995,1.10536,2.048135,0.55258,1.303325,1.849835,1.73758,1.471045,5.690955,0.926735,1.269515,0.963515,1.251395,1.371485,0.799855,2.015015,0.932225,1.652365,3943.40771,0.66805,0.81286,0.706735,1.845035,1.67585,0.993395,0.808755,1.01337,2.370895,0.391235,10.60682,1.90746,0.856895,0.73559,0.559245,1.61709,0.63404,2.147205,2.983865,26.629375,0.57763,1.049125,0.82496,1.05922,0.632555,0.80003,1.419885,1.097255,2.66198,1.18619,0.906935,1.734515,0.859445,0.76606,0.974205,0.750395,0.364015,1.525175,0.76,1.0575,0.536075,1.167815,0.66743,0.96648,0.78851,1.21704,0.87446,4.555675,1.211045,1.53445,0.69119,1.100855,1.96669,2.64383,0.84089,1.894125,1.532825,1.75874,2.041225,1.088185,1.923695,0.71003,0.95941,1.403335,0.950325,138
0.761045,1.151935,0.89045,0.94049,0.692435,0.68681,1.02341,1.08234,0.7483,0.92776,0.8157,2.499335,1.902055,1.063635,4.33704,0.817185,0.79846,0.71152,3.04515,3.862995,0.857465,0.66564,0.685415,0.828865,0.593,1.93656,0.841165,0.68461,0.767295,0.774155,1.8394,3.331985,7.49112,0.80369,1.250365,0.77087,0.761595,0.88988,3.583555,1.130775,1.02948,0.68592,1.302775,0.826155,22.974345,0.876195,1.958925,3.685275,3.967875,0.73568,0.672745,2.47074,0.644895,2.73022,0.69138,2.10094,0.658215,0.84711,1.40789,0.66966,0.793985,0.790665,0.938775,1.56335,1.270415,0.96603,0.81822,0.982415,1.58738,0.73074,1.19979,0.630345,0.794255,0.595395,0.733145,1.064425,0.98787,0.946025,0.976865,0.74446,0.747615,0.895135,1.72829,3.659525,1.428595,2.547755,0.967815,3.30324,0.825485,0.72932,0.60175,6.0903,0.96797,0.990695,0.029035,0.7834,0.62824,0.748845,1.60405,0.94642,3.2943,2.082595,1.060415,0.771555,0.878635,0.95944,0.817355,2.105375,0.626095,0.81102,0.79683,0.91742,0.75204,0.72738,0.76673,1.465775,1.20477,0.95596,5.123945,1.306395,0.7708,1.39621,4.205445,3.468015,0.698075,1.456755,1.14835,0.76694,0.75096,1.531755,0.86942,5.45943,1.57581,1.330585,0.935185,0.743265,0.543265,0.862215,0.674535,0.898475,0.672425,0.71213,4.966,0.71341,0.90066,2.08289,1.520705,0.682535,0.73101,0.617725,0.81194,0.605225,0.822435,6.63729,0.73542,0.927325,0.609975,0.648805,0.93083,0.895,1.690665,0.741645,0.82588,1.06015,0.669805,0.62521,2.21675,0.717695,0.946095,0.633425,0.853,0.71283,0.77349,0.74217,0.90414,0.309255,0.83273,0.719355,38.06455,1.85293,0.72845,0.622285,4.01991,1.614085,0.72733,1.82904,0.820005,1.645815,1.54245,0.667355,1.68682,1.25808,1.109365,0.862815,1.47648,1.11511,1.291445,1.10037,0.8188,0.81024,0.772775,1.020445,6.970255,2.71296,1.170855,1.02836,1.509915,1.08328,1.119785,0.8959,0.852945,2.992685,1.229725,0.87309,3.132075,2.70478,5.77277,0.861605,6.08112,1.045385,1.001005,0.72428,0.705625,1.12824,2.332655,0.58976,1.02258,0.722825,1.566575,1.31768,0.78907,1.43136,1.11278,0.799215,0.84681,0.63049,0.958495,1.23299,1.120335,0.97909,1.95906,3.426895,1.04312,0.87847,0.872325,0.872385,3.391945,0.712155,1.484655,0.602705,1.003895,0.739455,139
3.94109,1.08026,1.168545,0.597445,1.18454,0.6981,1.43398,2.452835,1.58259,0.57068,0.922915,2.21782,1.384535,1.37882,1.11923,2.334995,1.204845,0.634505,0.8432,1.98389,0.75243,0.93632,0.829245,7.501455,0.583075,1.867245,1.31848,1.109335,0.563395,1.36394,1.329595,2.13842,1.133965,1.05965,2.72319,2.065705,0.67455,1.20073,1.07123,0.75517,2.07381,0.628995,1.4822,2.052155,4.152135,0.825415,2.50176,3.253905,2.08722,0.88869,1.050805,1.03413,0.810205,1.20223,0.953065,0.818675,1.44715,0.849795,1.4856,1.5214,1.01822,1.35383,1.102535,0.801445,0.954235,0.64,1.195055,0.71745,0.56723,2.260155,1.972155,1.484825,2.73612,0.63446,0.660325,0.70558,0.838105,2.41401,2.7503,0.77138,0.752715,1.53381,2.512795,1.451685,1.60191,1.732445,0.540275,1.83622,0.79798,0.82918,0.68303,0.75692,1.1372,1.23755,1.001765,1.08261,0.819055,0.82882,1.093765,0.77228,0.77333,3.448085,1.817505,0.95641,0.951865,2.165545,1.104125,2.76607,0.49825,1.531065,0.751445,0.550535,0.96548,0.751075,0.91829,2.67931,1.48178,0.015075,0.865785,1.44844,0.699325,1.599735,2.08573,1.351175,0.971595,0.66921,1.34851,1.287515,0.84957,0.817715,1.200665,0.66756,2.302665,2.774105,0.91216,1.104,2.115915,0.865365,1.019675,1.26623,1.035035,0.742025,0.860115,0.84057,3.16599,1.266845,1.09759,0.899115,1.45713,0.700875,1.162205,0.18283,0.598375,2.11425,1.12062,0.885825,1.6858,0.917675,1.21136,1.08824,0.668445,0.80532,0.888475,1.001575,0.75009,0.96596,0.61776,2.752085,0.53579,0.812465,0.931505,0.853495,1.038145,0.885175,0.98862,0.64977,1.018485,2.93377,1.52329,0.999255,2.29801,1.35383,1.2655,0.74344,0.601005,0.532955,0.77576,0.61051,0.568195,2.78294,0.702665,0.536,1.625355,0.4643,1.44438,1.484555,6.353945,0.821395,0.921015,0.750595,1.536775,1.151725,1.215885,0.855205,0.738695,1.21597,1.515325,1.772205,1.501055,1.551365,0.97578,0.69751,0.654935,1.59969,2.281005,1.99413,0.888775,0.850895,0.74508,0.818405,0.75739,0.867765,0.85394,1.262925,1.64081,0.551945,0.75092,0.95295,1.016965,1.45883,1.25093,1.43537,0.92348,3.03828,0.92107,0.952615,0.8939,0.782525,1.1726,0.820535,2.79879,0.849465,0.765845,0.582535,3.603745,1.459835,1.756625,1.087575,4.32206,0.75279,0.80427,0.909185,140
